horizon,stock_weight,bond_weight,t_bill_weight
1,0.10350989998184108,3.700743415417188e-17,0.8964901000181589
2,0.17690245330448967,0.12152808167502187,0.7015694650204884
3,0.2502950066271382,0.24305616335004368,0.506648830022818
4,0.3236875599497868,0.36458424502506553,0.31172819502514765
5,0.3333206249544218,0.3800941048270811,0.2865852702184971
6,0.3429536899590567,0.39560396462909675,0.2614423454118466
7,0.35258675496369163,0.41111382443111233,0.23629942060519604
8,0.3479010067263264,0.4374457033103645,0.21465328996330915
9,0.34321525848896123,0.46377758218961657,0.19300715932142226
10,0.338529510251596,0.4901094610688687,0.17136102867953534
11,0.3520237605180936,0.48736938468072216,0.16060685480118433
12,0.3655180107845911,0.4846293082925756,0.1498526809228333
13,0.3790122610510887,0.48188923190442906,0.1390985070444823
14,0.4066484281892301,0.4774736602807254,0.11587791153004456
15,0.4342845953273714,0.4730580886570217,0.09265731601560682
16,0.4619207624655128,0.46864251703331805,0.06943672050116909
17,0.4721913113430131,0.46758856423729883,0.06022012441968796
18,0.4824618602205135,0.46653461144127967,0.05100352833820683
19,0.49273240909801386,0.46548065864526045,0.041786932256725695
20,0.5109933050447394,0.4597981704981687,0.029208524457091916
21,0.529254200991465,0.45411568235107685,0.016630116657458137
22,0.5475150969381906,0.4484331942039851,0.004051708857824354
23,0.5518180164824885,0.44461212602600925,0.003569857491502293
24,0.5561209360267864,0.44079105784803335,0.0030880061251802315
25,0.5604238555710843,0.4369699896700575,0.00260615475885817
26,0.566470259536165,0.43159060008186073,0.0019391403819742545
27,0.5725166635012456,0.426211210493664,0.0012721260050903387
28,0.5785630674663264,0.4208318209054672,0.0006051116282064228
29,0.5867126801596068,0.41288391208825564,0.00040340775213761526
30,0.5948622928528872,0.404936003271044,0.00020170387606880763
31,0.6030119055461676,0.39698809445383243,0.0
32,0.6114144705426999,0.3885855294573001,0.0
33,0.6198170355392322,0.38018296446076777,0.0
34,0.6282196005357645,0.37178039946423547,0.0
35,0.6292928454035002,0.37070715459649983,0.0
36,0.6303660902712358,0.3696339097287642,0.0
37,0.6314393351389714,0.36856066486102856,0.0
38,0.6345387773994168,0.36546122260058317,0.0
39,0.6376382196598622,0.36236178034013783,0.0
40,0.6407376619203076,0.35926233807969243,0.0
41,0.6430042513578756,0.3569957486421244,0.0
42,0.6452708407954436,0.35472915920455633,0.0
43,0.6475374302330117,0.3524625697669883,0.0
44,0.6469500027412967,0.3530499972587034,0.0
45,0.6463625752495815,0.3536374247504184,0.0
46,0.6457751477578665,0.3542248522421335,0.0
47,0.6457101337047557,0.3542898662952442,0.0
48,0.6456451196516451,0.35435488034835494,0.0
49,0.6455801055985344,0.3544198944014657,0.0
50,0.6455150915454236,0.3544849084545764,0.0
