horizon,stock_weight,bond_weight,t_bill_weight
1,0.09244472448031459,0.0,0.9075552755196855
2,0.17590892265607205,0.055854290609274895,0.7682367867346531
3,0.25937312083182956,0.11170858121854979,0.6289182979496206
4,0.34283731900758707,0.1675628718278247,0.48959980916458823
5,0.33473194353012764,0.2322110568712235,0.43305699959864885
6,0.3266265680526682,0.2968592419146223,0.3765141900327095
7,0.3185211925752088,0.3615074269580212,0.3199713804667701
8,0.3285668982647031,0.3821120209256262,0.2893210808096708
9,0.3386126039541974,0.40271661489323113,0.25867078115257147
10,0.3486583096436917,0.42332120886083613,0.22802048149547216
11,0.37002457319457954,0.41452042308705606,0.2154550037183644
12,0.3913908367454673,0.40571963731327604,0.20288952594125664
13,0.41275710029635515,0.39691885153949596,0.19032404816414888
14,0.42781078772477904,0.40622753579814896,0.16596167647707202
15,0.4428644751532029,0.41553622005680196,0.14159930478999516
16,0.45791816258162676,0.42484490431545496,0.11723693310291827
17,0.46308429899417725,0.4344955957586906,0.10242010524713215
18,0.46825043540672767,0.4441462872019262,0.08760327739134603
19,0.47341657181927815,0.4537969786451619,0.0727864495355599
20,0.49780843902179434,0.4482198255036396,0.05397173547456606
21,0.5222003062243105,0.4426426723621173,0.03515702141357221
22,0.5465921734268266,0.437065519220595,0.016342307352578356
23,0.5512787180968814,0.4358148003566029,0.01290648154651558
24,0.5559652627669364,0.4345640814926109,0.009470655740452805
25,0.5606518074369912,0.4333133626286188,0.006034829934390029
26,0.5659756235056326,0.4292275402471153,0.004796836247252134
27,0.571299439574274,0.4251417178656118,0.0035588425601142393
28,0.5766232556429154,0.42105589548410827,0.0023208488729763443
29,0.5827970542309714,0.4156557131870444,0.0015472325819842296
30,0.5889708528190273,0.41025553088998057,0.0007736162909921149
31,0.5951446514070833,0.4048553485929167,0.0
32,0.603339334084763,0.3966606659152369,0.0
33,0.6115340167624429,0.38846598323755716,0.0
34,0.6197286994401227,0.38027130055987735,0.0
35,0.6169765797897194,0.3830234202102805,0.0
36,0.6142244601393163,0.38577553986068375,0.0
37,0.6114723404889131,0.3885276595110869,0.0
38,0.6195685796991751,0.3804314203008249,0.0
39,0.6276648189094371,0.37233518109056285,0.0
40,0.6357610581196992,0.3642389418803008,0.0
41,0.6377220856141043,0.3622779143858957,0.0
42,0.6396831131085094,0.3603168868914906,0.0
43,0.6416441406029145,0.3583558593970855,0.0
44,0.6405651427670783,0.3594348572329216,0.0
45,0.6394861449312422,0.3605138550687578,0.0
46,0.638407147095406,0.361592852904594,0.0
47,0.6298052911684477,0.3701947088315522,9.25185853854297e-18
48,0.6212034352414896,0.3787965647585104,1.850371707708594e-17
49,0.6126015793145314,0.3873984206854686,2.7755575615628914e-17
50,0.6039997233875731,0.3960002766124268,3.700743415417188e-17
